Project Name,Package Name,Type Name,Design Smell,Cause of the Smell
TeaStore-1.2.0-53c6efa,tools.descartes.teastore.image,StoreImage,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: STORE_IMAGE_FORMAT; STORE_IMAGE_DATA_STRING; id; data; size; log
TeaStore-1.2.0-53c6efa,tools.descartes.teastore.image,TestImageProvider,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
TeaStore-1.2.0-53c6efa,tools.descartes.teastore.image,TestImageProvider,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
TeaStore-1.2.0-53c6efa,tools.descartes.teastore.image.rest,ImageProviderEndpoint,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
TeaStore-1.2.0-53c6efa,tools.descartes.teastore.image.setup,CachingMode,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: STD_CACHING_MODE; strRepresentation
TeaStore-1.2.0-53c6efa,tools.descartes.teastore.image.setup,CachingMode,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: STD_CACHING_MODE; strRepresentation
TeaStore-1.2.0-53c6efa,tools.descartes.teastore.image.setup,CachingRule,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: STD_CACHING_RULE; strRepresentation
TeaStore-1.2.0-53c6efa,tools.descartes.teastore.image.setup,CachingRule,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: STD_CACHING_RULE; strRepresentation
TeaStore-1.2.0-53c6efa,tools.descartes.teastore.image.setup,CreatorFactory,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
TeaStore-1.2.0-53c6efa,tools.descartes.teastore.image.setup,CreatorRunner,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
TeaStore-1.2.0-53c6efa,tools.descartes.teastore.image.setup,ImageCreator,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: STD_SEED; STD_NR_OF_SHAPES_PER_IMAGE; MAX_RGB; MAX_FONT_SIZE; MAX_TEXT_LENGTH; MAX_CHAR_SIZE
TeaStore-1.2.0-53c6efa,tools.descartes.teastore.image.setup,ImageIDFactory,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: nextID
TeaStore-1.2.0-53c6efa,tools.descartes.teastore.image.setup,ImageProviderStartup,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
